,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,No_of_fund_curr,AUM,sales_curr,sales_12M_2018,redemption_curr,redemption_12M,new_Fund_added_12M_2018,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MULTIPLE,aum_P_MF,aum_P_SMA
5436,-0.09009756879054727,-0.04398286684289402,-0.20784294346352924,-0.15308050572840992,-0.22148525966405402,-0.3734146921143319,-0.0716637430353616,-0.08248993094487224,-0.14654662570171262,0.09093936791294348,0.15400279470336845,-0.4157776643217589,0.03141156005650222,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.03663527949876178,-0.05619448685599466
6820,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09747244330520657,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.02965727980585494,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.06738415512205365,-0.05619448685599466
9754,-0.14970112142285796,-0.06189887524801191,-0.023657668794108775,0.26781575717541994,0.9972637765544141,0.9059508112499864,0.1815091605066129,-0.0850831945341062,-0.028088194301384782,0.09139451153971327,-0.6942149774569774,-0.4157776643217589,0.31099864309277003,-0.004086038743555623,0.429302369606671,-0.022409919826655706,0.009509980355608579,0.21390535894802826
4206,-0.12983327054542107,-0.09325188995696822,-0.20784294346352924,-0.15308050572840992,-0.22148525966405402,1.5456335629321456,-0.08594973660976277,-0.08452787108603292,-0.14577690461185963,0.09139451153971327,0.06857662122617844,0.4370902276657272,0.015228347999211361,-0.09834374113092491,0.005229666866430944,-0.022409919826655706,-0.053655828188990215,-0.05619448685599466
6733,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.3734146921143319,-0.08641046904301862,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.0034823106010562076,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.06713287716815751,-0.03516742554585765
7121,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.3734146921143319,0.1012885642273061,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,0.15213556211446203,-0.05828230754175621,-0.022409919826655706,-0.06713287716815751,0.3285533989368214
6560,1.2211805891202883,0.20236224872747702,-0.023657668794108775,0.26781575717541994,0.18476441907543537,-0.053573316273252305,-0.039006542427140314,-0.0360365878432926,-0.020602753307968447,0.09115169749557518,0.10820941420658266,-0.4157776643217589,0.06462845197318051,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,0.002273002948935436,-0.05619448685599466
7632,-0.19937074861645024,-0.09325188995696822,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.6932560679554115,-0.12911911107411886,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15481900803880153,-0.4157776643217589,-0.1029962026034943,-0.07971918329812937,-0.05828230754175621,-0.022409919826655706,-0.10508847346988218,-0.05619448685599466
8055,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,0.2662680595678273,-0.08674176396943561,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.024558619405984077,-0.07064179858437368,-0.04842296155603743,-0.022409919826655706,-0.05459946155751284,-0.05619448685599466
9115,-0.14970112142285796,-0.07085687945057086,0.06843496854060145,1.1096082829830796,0.9972637765544141,2.824999066296464,-1.4809253636434099,0.09728048235241164,-0.022560933534215923,0.09139451153971327,-0.28913162819764104,1.2899581196532133,-2.2525345494504854,-0.6898608400153154,-0.026783136581898633,1.0388378162993512,-0.4654066324150273,-2.0896650460705075
6212,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.10673418510270496,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,-0.09046156405764214,-0.05545894578790184,-0.022409919826655706,-0.07841873429917981,-0.05619448685599466
9774,-0.19937074861645024,-0.09325188995696822,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.6932560679554115,-0.09902630942284572,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.14735332682742036,-0.4157776643217589,-0.029158228935981845,-0.0789598129951342,-0.07045561245228521,-0.022409919826655706,-0.06923545470269775,-0.05619448685599466
1266,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,0.5861094354089069,-0.06881408825494503,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.014152259881367275,-0.04669850390078975,-0.09699532533506054,-0.022409919826655706,-0.03324015771826949,-0.05619448685599466
1747,-0.19937074861645024,-0.09325188995696822,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.6932560679554115,-0.11894699885945086,-0.0850831945341062,-0.15178292818654557,0.09131867954591624,0.15560007035614667,-0.4157776643217589,-0.03166557078862689,-0.10294155187772179,-0.05828230754175621,-0.02270822916904662,-0.09296926521666962,-0.05619448685599466
2722,-0.18943682317773178,-0.0798148836531298,-0.20784294346352924,-0.15308050572840992,0.9972637765544141,-0.3734146921143319,-0.12445881777927001,-0.08195696007319447,-0.14738583933461402,0.09139451153971327,0.11869065773941671,0.4370902276657272,-0.04412001468258179,-0.10325558187577123,-0.05828230754175621,-0.022409919826655706,-0.09953612959385987,-0.05619448685599466
10000,-0.08016364335182882,0.05903418148653387,0.43680551787944233,0.6887120200792498,0.9972637765544141,1.8654749387732252,0.025685174034287734,0.7174539128359602,0.03651845193548487,-0.694389449069443,-2.1230779877108734,-0.4157776643217589,-0.016188980509513607,0.09007775791920425,-0.01904869656171394,-0.4878830672860624,0.07934769181476348,-0.05619448685599466
