,CONTACT_ID,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_Redemption_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,no_of_fund_sales_12M_10K,no_of_funds_Redemption_12M_10K,no_of_assetclass_sold_12M_1,no_of_assetclass_redeemed_12M_1,no_of_assetclass_sales_12M_10K,no_of_assetclass_Redemption_12M_10K,No_of_fund_curr,No_of_asset_curr,AUM,sales_curr,sales_12M,redemption_curr,redemption_12M,new_Fund_added_12M,sales_2019,new_fund_2019,CustomerID,Firm ID,Office ID,Channel,Sub channel,Firm name
0,0047433,21.0,38.0,0.0,1.0,5.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,8.0,1.0,237480.11,250.0,19682.0,-1496.745,-102496.165,0.0,18633.105,0.0,240,1688552,85101152293608716061,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
1,4461312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970,85202161074527509544,17754050965,Dual,IBD,Charles Schwab Investor Services
2,4491079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5612,1655890,85102103583371489832,Independent Dealer,RIA,The O.N. Equity Sales Company
3,0107408,20.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,57943.0,5459.0,52484.0,0.0,0.0,1.0,93212.0,1.0,543,0033509,85102113063786149939,Independent Dealer,IBD,"Northwestern Mutual Investment Services, LLC"
4,85101140503769936458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7398,1092180,85201140503766736151,Independent Dealer,RIA,"Berthel, Fisher & Co. Financial Services, Inc."
5,0077354,71.0,55.0,20.0,4.0,7.0,7.0,6.0,4.0,2.0,2.0,2.0,2.0,12.0,2.0,0.0,46936.63,1274249.925,-18231.645,-178484.29,2.0,467693.045,0.0,402,1567450,15674501638,National Broker-Dealer,NACS,Merrill Lynch
6,0339286,16.0,16.0,2.0,0.0,5.0,5.0,2.0,0.0,3.0,3.0,1.0,0.0,20.0,4.0,2649249.57,0.0,175442.49,-20488.06,-56948.29,2.0,106907.08,0.0,1645,1567450,15674500229,National Broker-Dealer,NACS,Merrill Lynch
7,0332592,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,9737.11,0.0,0.0,0.0,2971.72,0.0,1587,9000166,85202120653527821669,Independent Dealer,NACS,Wells Fargo Advisors
8,85202131213651223170,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10060.8,0.0,-6752.526579,0.0,0.0,0.0,9558,1948520,17993101203,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
9,4301594,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,981.87,-14232.47,-62091.95,1.0,10000.0,1.0,2151,9000166,90001660063,Independent Dealer,NACS,Wells Fargo Advisors
10,85102150753418532658,71.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,46290.81,935.8,18440.89,-1.95,-5029.65,1.0,48709.05,2.0,8248,1246425,12464250631,Independent Dealer,IBD,"AXA Advisors, LLC"
11,0207147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836,0001438,85102113783465115432,Independent Dealer,IBD,"Securities America, Inc."
12,85201141244914165761,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.55,0.0,-2442.43,1.0,930.45,0.0,8946,1471422,85102141244910561933,Independent Dealer,IBD,Edward Jones
13,85102131724377951377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8049,1804844,85202131723921184684,Independent Dealer,IBD,Hilltop Securities Inc
14,85202123096934315268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9508,3004728,00033010338,Independent Dealer,RIA,Fidelity Brokerage Services LLC
15,85202123353699687291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9517,0023422,85102123353696865573,Independent Dealer,IBD,PlanMember Securities Corp.
16,0350840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807,9000166,90001660042,Independent Dealer,NACS,Wells Fargo Advisors
17,4342342,71.0,280.0,40.0,11.0,6.0,9.0,2.0,3.0,4.0,4.0,2.0,2.0,9.0,3.0,0.0,80077.425,849337.675,-9654.41,-553608.835,1.0,926689.254968,1.0,2891,0032103,10761181003737678063,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
18,0109686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557,1076974,10769740654,Independent Dealer,IBD,Robert W. Baird & Co. Inc.
19,10751172524520441998,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,12447.0,0.0,1667.0,0.0,0.0,0.0,489.0,0.0,6044,3004299,10761172524513498061,Independent Dealer,IBD,"Sagepoint Financial, Inc."
20,4385076,7.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5344.84,0.0,-10138.33,1.0,2524.96,1.0,3629,1036815,10761191695006308260,Independent Dealer,IBD,"Woodbury Financial Services, Inc."
21,0248271,32.0,9.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,247470.76,48.75,8707.44,-2000.0,-12471.88,0.0,847.74,0.0,998,1948520,17993108048,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
22,85201130504857178642,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,78845.95,0.0,0.0,-51.95,-19342.62,0.0,162026.76,0.0,8766,0011079,10751190513753194928,Independent Dealer,IBD,"Pruco Securities, LLC"
23,85202140353937763190,2.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,236368.14,0.0,932.58,0.0,-10510.83,1.0,0.0,0.0,9658,85201112683918276481,10761180077595816428,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
24,4338794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,169564.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802,85202140775389392122,85101140775390563151,Independent Dealer,IBD,"Lion Street Financial, LLC"
25,4421705,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,15000.0,0.0,0.0,0.0,863959.105,1.0,4240,9000166,90001660584,Independent Dealer,NACS,Wells Fargo Advisors
26,85101141754551705801,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4727.07,0.0,458.86,1.0,7459,1471422,85101141754547404177,Independent Dealer,IBD,Edward Jones
27,85201103804058131420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8488,1423927,85202103804053172021,Independent Dealer,IBD,Money Concepts Capital Corp.
28,4371164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3414,0001194,10761182745881858079,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
29,4442998,1.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,442292.465,0.0,9795.31,-21955.89,-26932.2,0.0,657946.06,0.0,4618,1948520,17993101096,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
30,10751172274140853094,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,16911.35,0.0,17000.0,0.0,-5588.65,0.0,0.0,0.0,6029,85202162204223054237,10761172274137606516,Independent Dealer,IBD,SA Stone Wealth Management
31,85101120603604318575,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1049.38,0.0,0.0,0.0,7187,1576620,16008021014,Independent Dealer,IBD,"MML Investors Services, LLC"
32,4462472,93.0,18.0,16.0,2.0,8.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,14.0,3.0,1799352.58,15614.375,823419.855,-10534.64,-45249.815,2.0,663611.55,0.0,4991,9000166,90001663435,Independent Dealer,NACS,Wells Fargo Advisors
33,85102150813727937276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8252,1092180,85201143223908609948,Independent Dealer,RIA,"Berthel, Fisher & Co. Financial Services, Inc."
34,4314571,31.0,27.0,6.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,525746.48,0.0,165638.82,-16539.21,-74792.86,0.0,24192.47,0.0,2357,85201112683918276481,00320980093,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
35,0190899,11.0,9.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,8945.65,0.0,-46113.41,0.0,437173.0,0.0,790,9000166,90001660124,Independent Dealer,NACS,Wells Fargo Advisors
36,85101110805781504597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7049,1171547,11715470564,Independent Dealer,NACS,RBC Wealth Management
37,4435053,46.0,55.0,0.0,1.0,7.0,14.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,2.0,280976.565,2745.28,38862.67,-11823.975,-62935.545,2.0,98589.905,0.0,4446,0001194,85202140234907617140,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
38,4461878,48.0,164.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,0.0,751.935,190734.220565,-576962.749834,-1371865.488497,1.0,321001.542348,0.0,4981,1567450,15674501511,National Broker-Dealer,NACS,Merrill Lynch
39,4484671,9.0,54.0,0.0,2.0,4.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,8.0,4.0,305862.300305,0.0,14121.324784,-3.505,-77980.610125,0.0,2134.93,0.0,5465,0001194,85101141923774243800,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
40,10751182883962425731,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1036.89,0.0,964.89,0.0,0.0,0.0,0.0,0.0,6270,3004865,85202142594475626744,Independent Dealer,IBD,"Arete Wealth Management, LLC"
41,85102112166080334692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18263.03,0.0,0.0,0.0,0.0,0.0,309777.0,4.0,7847,0001194,00011941560,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
42,10761172185051616862,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8281.115,334.06,895.385,0.0,-4098.36,1.0,7160.94,0.0,6596,1471422,85102140963268636087,Independent Dealer,IBD,Edward Jones
43,0983908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,1171547,11715470827,Independent Dealer,NACS,RBC Wealth Management
44,0037809,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,290006.02,0.0,-406657.63,1.0,142841.425,1.0,177,1948520,17993101315,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
45,85102113713647083972,14.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,149550.723741,2628.21,52276.46,-583.06,-53258.99,0.0,59803.48,1.0,7907,0022885,10761183314082729895,Independent Dealer,IBD,LPL Financial LLC
46,4334987,89.0,67.0,30.0,6.0,6.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,18.0,4.0,3350949.047975,381533.56,1455895.149992,-4188.309617,-266381.805017,0.0,1627109.403086,0.0,2746,85201112683918276481,85101130555891232992,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
47,4361165,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7077.27,0.0,25000.0,0.0,-93354.98,0.0,60113.85,0.0,3256,0016774,11527491482,Dual,IBD,"Cambridge Investment Research, Inc."
48,4479339,2.0,26.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2838.95,854.0,0.0,-26441.64,0.0,6798.62,1.0,5379,1471422,1471422A318,Independent Dealer,IBD,Edward Jones
49,0338284,1.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,11000.0,0.0,-48089.475,0.0,0.0,0.0,1631,1246425,85101151413945767479,Independent Dealer,IBD,"AXA Advisors, LLC"
50,4322170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496,0002096,85101160045546355943,Independent Dealer,IBD,"Raymond James Financial Services, Inc."
51,85101133205008204648,30.0,39.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4501.41,16396.98,-106841.58,-45778.25,0.0,15722.65,0.0,7355,1471422,85202133205005256486,Independent Dealer,IBD,Edward Jones
52,0139748,21.0,15.0,9.0,8.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,7.0,3.0,1236999.01,30000.0,202412.33,-93708.06,-258546.24,2.0,306502.0,0.0,666,1688552,16885521014,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
53,10761172326971431365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424225.175,4.0,6610,85201112683918276481,85102160993760507278,Independent Dealer,NACS,Wells Fargo Banking & Investment Services
54,0262972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45198.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057,85202161074527509544,85201163225136352067,Dual,IBD,Charles Schwab Investor Services
55,85102110093287378367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7765,0022885,10751172115441162344,Independent Dealer,IBD,LPL Financial LLC
56,85201123105641899730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8727,0022885,10751200214280928700,Independent Dealer,IBD,LPL Financial LLC
57,10761182374260732304,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1894.34,0.0,0.0,0.0,6770,1246425,12464252363,Independent Dealer,IBD,"AXA Advisors, LLC"
58,0117478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,0022885,00228857121,Independent Dealer,IBD,LPL Financial LLC
59,10751171795285606005,65.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,45946.6,790.07,7871.18,0.0,0.0,2.0,10244.99,0.0,6004,3001220,85102142945930250177,Independent Dealer,IBD,PNC Investments LLC
60,4449127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,61450.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727,3001985,11715471151,International Outlet,NACS,RBC - Global Private Banking
61,0267438,808.0,404.0,15.0,23.0,8.0,9.0,5.0,5.0,3.0,3.0,3.0,3.0,13.0,3.0,1528253.361068,2785.468092,1085017.80081,-789902.603144,-1047029.162176,0.0,546133.067898,0.0,1091,1948520,19485201104,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
62,85202141754921832037,6.0,9.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,631.29,7427.75,0.0,-29395.95,1.0,876.84,0.0,9710,1471422,85201110114259990355,Independent Dealer,IBD,Edward Jones
63,85201110378216437645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,598049.48,0.0,0.0,0.0,0.0,0.0,5666.93,1.0,8513,0022885,85101123353699721237,Independent Dealer,IBD,LPL Financial LLC
64,4417405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4158,1423908,14239084626,Independent Dealer,IBD,"Royal Alliance Associates, Inc."
65,4354093,4.0,23.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1339.22,2075.49,0.0,-6852.61,2.0,8990.06,0.0,3113,1471422,14714226319,Independent Dealer,IBD,Edward Jones
66,0180969,239.0,139.0,64.0,20.0,4.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,24807789.665,94504.57,5217478.725,-212431.6,-1871757.895,1.0,2287823.94,0.0,759,1948520,10751171944657812138,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
67,4456046,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13251.04,0.0,18100.0,0.0,4851,0002096,85102140504986501586,Independent Dealer,IBD,"Raymond James Financial Services, Inc."
68,10751172754578531500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,87938.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6057,3001411,30014110001,Independent Dealer,IBD,"American Capital Partners, LLC"
69,10751173145163436288,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,17928.285,14947.735,4675.35,-1030.685,-664.115,4.0,116809.06,1.0,6075,0001194,00011940845,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
70,4361328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3262,0010624,10751191374442970364,Independent Dealer,IBD,World Equity Group Inc.
71,4361397,134.0,110.0,0.0,6.0,8.0,10.0,0.0,4.0,3.0,3.0,0.0,2.0,19.0,4.0,1739062.325805,176882.746782,155778.766576,-69798.837599,61307.278346,1.0,1299653.67647,2.0,3263,1948520,19485200164,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
72,4425286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4280,1790370,10751193243540972272,Fee-Based Adviser,IBD,Sigma Financial Corp.
73,4396315,19.0,26.0,2.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,2.0,2487216.19,0.0,185153.905,-24445.695,-216358.105,1.0,135052.5,0.0,3796,0032103,85101123383586122797,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
74,85101142093414509345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7478,1589300,85101142093410506289,Independent Dealer,IBD,Cetera Advisors LLC
75,0237681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,187881.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964,0002096,85102120982869037100,Independent Dealer,IBD,"Raymond James Financial Services, Inc."
76,10751192513410355842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11738.0,1.0,6407,1457652,85101130355158847733,Independent Dealer,IBD,Janney Montgomery Scott LLC
77,0255390,374.0,252.0,105.0,19.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,2.0,8649718.55985,1660810.0,3505761.5,-63439.805,-1336652.07,0.0,3767105.5,0.0,1016,0032103,85201163355621760667,Independent Dealer,NACS,"Wells Fargo Advisors Financial Network, LLC"
78,85102141613070859043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8168,0007183,00071830386,Fee-Based Adviser,IBD,1st Global Capital Corp.
79,0354082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1887132.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854,1948520,17993100982,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
80,0346970,187.0,13.0,57.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,1815439.347245,10112.015364,1785284.936985,-8771.916054,-41130.693186,1.0,1651722.077958,1.0,1748,1948520,19485200050,National Broker-Dealer,NACS,Morgan Stanley Wealth Management
81,0348426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1729303.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1772,1171547,11715470558,Independent Dealer,NACS,RBC Wealth Management
82,0057441,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,218167.21,14356.325,255000.0,-1306.5,-771.41,2.0,138146.49,1.0,306,1567450,15674501053,National Broker-Dealer,NACS,Merrill Lynch
83,85101112823303762378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7134,1337775,85202112823298085233,Dual,IBD,"Independent Financial Group, LLC"
84,10751200154504269131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6516,0024898,00248980099,Dual,IBD,Next Financial Group
85,0261614,90.0,159.0,37.0,11.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,16383696.18,47594.19,5159767.93,-66558.04,-1568261.05,0.0,1368214.89,0.0,1051,1171547,11715471250,Independent Dealer,NACS,RBC Wealth Management
86,85201120714548087630,5.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.87,0.0,-2295.25,2.0,581.61,1.0,8661,1036815,85101120714535422507,Independent Dealer,IBD,"Woodbury Financial Services, Inc."
87,10761182085842339087,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,132091.0,0.0,132091.0,0.0,0.0,1.0,0.0,0.0,6763,1688552,85201103643336384050,National Broker-Dealer,NACS,"UBS Financial Services, Inc."
88,85201141113574751524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8940,0007183,00071830231,Fee-Based Adviser,IBD,1st Global Capital Corp.
89,0171644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23211.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,1080050,10751201093472613317,Bank/Trust,IBD,Cetera Investment Services LLC
90,10761192515412739919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6947,1471422,14714227816,Independent Dealer,IBD,Edward Jones
91,4359000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,489193.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3226,0001194,85101112314768853285,Independent Dealer,IBD,"Ameriprise Financial Services, Inc."
92,4303762,6.0,3.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,2.0,195975.80636,0.0,35952.545252,0.0,-2402.183674,0.0,47536.27,1.0,2192,9000166,90001660131,Independent Dealer,NACS,Wells Fargo Advisors
93,85102110184866439410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7768,0011874,00118740243,Bank/Trust,IBD,Park Avenue Securities LLC
94,4415191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4129,1901181,19011813484,Independent Dealer,IBD,"Avantax Investment Services, Inc."
95,85201142343125790546,6.0,4.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,12218.91,0.0,5638.94,0.0,-4059.15,6.0,1299.15,0.0,8991,1471422,85201142343121189324,Independent Dealer,IBD,Edward Jones
96,4455467,112.0,62.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,211118.78,16558.325,210668.375,-3763.465,-329693.755,2.0,85042.46,0.0,4838,1567450,15674502549,National Broker-Dealer,NACS,Merrill Lynch
97,00872121366879233173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5861,1246425,12464252348,Independent Dealer,IBD,"AXA Advisors, LLC"
